k,gain,policy_samples,true_goal_in_possible
2,2.321928094887362,24,False
2,1.4739311883324122,0,True
2,1.0588936890535683,1,True
2,1.0588936890535683,2,True
2,1.0588936890535683,3,True
2,1.0588936890535683,4,True
2,1.0588936890535683,5,True
2,1.0588936890535683,6,True
2,1.0588936890535683,7,True
2,1.0588936890535683,8,True
2,1.0588936890535683,9,True
2,1.0588936890535683,10,True
2,1.0588936890535683,11,True
2,1.0588936890535683,12,True
2,1.0588936890535683,13,True
2,1.0588936890535683,14,True
2,1.0588936890535683,15,True
2,1.0588936890535683,16,True
2,1.0588936890535683,17,True
2,1.0588936890535683,18,True
2,1.0588936890535683,19,True
2,1.0588936890535683,20,True
2,1.0588936890535683,21,True
2,1.0588936890535683,22,True
2,1.0588936890535683,23,True
2,1.0588936890535683,24,True
2,1.6438561897747244,0,True
2,1.4739311883324122,1,True
2,1.4739311883324122,2,True
2,1.4739311883324122,3,True
2,1.4739311883324122,4,True
2,1.4739311883324122,5,True
2,1.4739311883324122,6,True
2,1.4739311883324122,7,True
2,1.4739311883324122,8,True
2,1.4739311883324122,9,True
2,1.4739311883324122,10,True
2,1.4739311883324122,11,True
2,1.4739311883324122,12,True
2,1.4739311883324122,13,True
2,1.4739311883324122,14,True
2,1.4739311883324122,15,True
2,1.4739311883324122,16,True
2,1.4739311883324122,17,True
2,1.4739311883324122,18,True
2,1.4739311883324122,19,True
2,1.4739311883324122,20,True
2,1.4739311883324122,21,True
2,1.4739311883324122,22,True
2,1.4739311883324122,23,True
2,1.4739311883324122,24,True
2,1.3219280948873622,0,False
2,1.0588936890535683,1,True
2,1.0588936890535683,2,True
2,1.0588936890535683,3,True
2,1.0588936890535683,4,True
2,1.0588936890535683,5,True
2,1.0588936890535683,6,True
2,1.0588936890535683,7,True
2,1.0588936890535683,8,True
2,1.0588936890535683,9,True
2,1.0588936890535683,10,True
2,1.0588936890535683,11,True
2,1.0588936890535683,12,True
2,1.0588936890535683,13,True
2,1.0588936890535683,14,True
2,1.0588936890535683,15,True
2,1.0588936890535683,16,True
2,1.0588936890535683,17,True
2,1.0588936890535683,18,True
2,1.0588936890535683,19,True
2,1.0588936890535683,20,True
2,1.0588936890535683,21,True
2,1.0588936890535683,22,True
2,1.0588936890535683,23,True
2,1.0588936890535683,24,True
2,4.643856189774724,0,False
2,4.643856189774724,1,False
2,3.6438561897747244,2,True
2,3.6438561897747244,3,True
2,3.0588936890535683,4,True
2,3.0588936890535683,5,True
2,2.6438561897747244,6,True
2,2.6438561897747244,7,True
2,2.6438561897747244,8,True
2,2.6438561897747244,9,True
2,2.6438561897747244,10,True
2,2.6438561897747244,11,True
2,2.6438561897747244,12,True
2,2.6438561897747244,13,True
2,2.6438561897747244,14,True
2,2.6438561897747244,15,True
2,2.6438561897747244,16,True
2,2.6438561897747244,17,True
2,2.6438561897747244,18,True
2,2.6438561897747244,19,True
2,2.6438561897747244,20,True
2,2.6438561897747244,21,True
2,2.6438561897747244,22,True
2,2.6438561897747244,23,True
2,2.6438561897747244,24,True
2,2.0588936890535683,0,True
2,2.0588936890535683,1,True
2,2.0588936890535683,2,True
2,2.0588936890535683,3,True
2,2.0588936890535683,4,True
2,2.0588936890535683,5,True
2,2.0588936890535683,6,True
2,2.0588936890535683,7,True
2,2.0588936890535683,8,True
2,2.0588936890535683,9,True
2,2.0588936890535683,10,True
2,2.0588936890535683,11,True
2,2.0588936890535683,12,True
2,2.0588936890535683,13,True
2,2.0588936890535683,14,True
2,2.0588936890535683,15,True
2,2.0588936890535683,16,True
2,2.0588936890535683,17,True
2,2.0588936890535683,18,True
2,2.0588936890535683,19,True
2,2.0588936890535683,20,True
2,2.0588936890535683,21,True
2,2.0588936890535683,22,True
2,2.0588936890535683,23,True
2,2.0588936890535683,24,True
2,0.0,0,False
2,4.643856189774724,1,False
2,4.643856189774724,2,False
2,4.643856189774724,3,False
2,4.643856189774724,4,False
2,3.6438561897747244,5,False
2,3.6438561897747244,6,False
2,3.0588936890535683,7,True
2,3.0588936890535683,8,True
2,3.0588936890535683,9,True
2,3.0588936890535683,10,True
2,3.0588936890535683,11,True
2,3.0588936890535683,12,True
2,3.0588936890535683,13,True
2,3.0588936890535683,14,True
2,3.0588936890535683,15,True
2,3.0588936890535683,16,True
2,3.0588936890535683,17,True
2,3.0588936890535683,18,True
2,3.0588936890535683,19,True
2,3.0588936890535683,20,True
2,3.0588936890535683,21,True
2,3.0588936890535683,22,True
2,3.0588936890535683,23,True
2,3.0588936890535683,24,True
2,0.6438561897747244,0,True
2,0.6438561897747244,1,True
2,0.6438561897747244,2,True
2,0.6438561897747244,3,True
2,0.6438561897747244,4,True
2,0.6438561897747244,5,True
2,0.6438561897747244,6,True
2,0.6438561897747244,7,True
2,0.6438561897747244,8,True
2,0.6438561897747244,9,True
2,0.6438561897747244,10,True
2,0.6438561897747244,11,True
2,0.6438561897747244,12,True
2,0.6438561897747244,13,True
2,0.6438561897747244,14,True
2,0.6438561897747244,15,True
2,0.6438561897747244,16,True
2,0.6438561897747244,17,True
2,0.6438561897747244,18,True
2,0.6438561897747244,19,True
2,0.6438561897747244,20,True
2,0.6438561897747244,21,True
2,0.6438561897747244,22,True
2,0.6438561897747244,23,True
2,0.6438561897747244,24,True
2,2.6438561897747244,0,False
2,2.321928094887362,1,False
2,2.0588936890535683,2,True
2,2.0588936890535683,3,True
2,1.6438561897747244,4,True
2,1.4739311883324122,5,True
2,1.4739311883324122,6,True
2,1.4739311883324122,7,True
2,1.4739311883324122,8,True
2,1.4739311883324122,9,True
2,1.4739311883324122,10,True
2,1.4739311883324122,11,True
2,1.4739311883324122,12,True
2,1.4739311883324122,13,True
2,1.4739311883324122,14,True
2,1.4739311883324122,15,True
2,1.4739311883324122,16,True
2,1.4739311883324122,17,True
2,1.4739311883324122,18,True
2,1.4739311883324122,19,True
2,1.4739311883324122,20,True
2,1.4739311883324122,21,True
2,1.4739311883324122,22,True
2,1.4739311883324122,23,True
2,1.4739311883324122,24,True
3,2.6438561897747244,0,True
3,2.0588936890535683,1,True
3,2.0588936890535683,2,True
3,2.0588936890535683,3,True
3,2.0588936890535683,4,True
3,2.0588936890535683,5,True
3,2.0588936890535683,6,True
3,2.0588936890535683,7,True
3,2.0588936890535683,8,True
3,2.0588936890535683,9,True
3,2.0588936890535683,10,True
3,2.0588936890535683,11,True
3,2.0588936890535683,12,True
3,2.0588936890535683,13,True
3,2.0588936890535683,14,True
3,2.0588936890535683,15,True
3,2.0588936890535683,16,True
3,2.0588936890535683,17,True
3,2.0588936890535683,18,True
3,2.0588936890535683,19,True
3,2.0588936890535683,20,True
3,2.0588936890535683,21,True
3,2.0588936890535683,22,True
3,2.0588936890535683,23,True
3,2.0588936890535683,24,True
3,3.6438561897747244,0,False
3,2.6438561897747244,1,False
3,2.6438561897747244,2,False
3,2.6438561897747244,3,False
3,2.6438561897747244,4,False
3,2.321928094887362,5,False
3,2.321928094887362,6,False
3,2.321928094887362,7,False
3,2.321928094887362,8,False
3,2.321928094887362,9,False
3,2.321928094887362,10,False
3,2.321928094887362,11,False
3,2.321928094887362,12,False
3,2.321928094887362,13,False
3,2.321928094887362,14,False
3,2.321928094887362,15,False
3,2.321928094887362,16,False
3,2.321928094887362,17,False
3,2.321928094887362,18,False
3,2.321928094887362,19,False
3,2.321928094887362,20,False
3,2.321928094887362,21,False
3,2.321928094887362,22,False
3,2.321928094887362,23,False
3,2.321928094887362,24,False
3,1.4739311883324122,0,True
3,1.0588936890535683,1,True
3,1.0588936890535683,2,True
3,1.0588936890535683,3,True
3,1.0588936890535683,4,True
3,1.0588936890535683,5,True
3,1.0588936890535683,6,True
3,1.0588936890535683,7,True
3,1.0588936890535683,8,True
3,1.0588936890535683,9,True
3,1.0588936890535683,10,True
3,1.0588936890535683,11,True
3,1.0588936890535683,12,True
3,1.0588936890535683,13,True
3,1.0588936890535683,14,True
3,1.0588936890535683,15,True
3,1.0588936890535683,16,True
3,1.0588936890535683,17,True
3,1.0588936890535683,18,True
3,1.0588936890535683,19,True
3,1.0588936890535683,20,True
3,1.0588936890535683,21,True
3,1.0588936890535683,22,True
3,1.0588936890535683,23,True
3,1.0588936890535683,24,True
3,1.6438561897747244,0,True
3,1.4739311883324122,1,True
3,1.4739311883324122,2,True
3,1.4739311883324122,3,True
3,1.4739311883324122,4,True
3,1.4739311883324122,5,True
3,1.4739311883324122,6,True
3,1.4739311883324122,7,True
3,1.4739311883324122,8,True
3,1.4739311883324122,9,True
3,1.4739311883324122,10,True
3,1.4739311883324122,11,True
3,1.4739311883324122,12,True
3,1.4739311883324122,13,True
3,1.4739311883324122,14,True
3,1.4739311883324122,15,True
3,1.4739311883324122,16,True
3,1.4739311883324122,17,True
3,1.4739311883324122,18,True
3,1.4739311883324122,19,True
3,1.4739311883324122,20,True
3,1.4739311883324122,21,True
3,1.4739311883324122,22,True
3,1.4739311883324122,23,True
3,1.4739311883324122,24,True
3,2.321928094887362,0,False
3,1.6438561897747244,1,False
3,1.6438561897747244,2,False
3,1.6438561897747244,3,False
3,1.6438561897747244,4,False
3,1.6438561897747244,5,False
3,1.6438561897747244,6,False
3,1.4739311883324122,7,True
3,1.4739311883324122,8,True
3,1.4739311883324122,9,True
3,1.4739311883324122,10,True
3,1.4739311883324122,11,True
3,1.4739311883324122,12,True
3,1.4739311883324122,13,True
3,1.4739311883324122,14,True
3,1.4739311883324122,15,True
3,1.4739311883324122,16,True
3,1.4739311883324122,17,True
3,1.4739311883324122,18,True
3,1.4739311883324122,19,True
3,1.4739311883324122,20,True
3,1.4739311883324122,21,True
3,1.4739311883324122,22,True
3,1.4739311883324122,23,True
3,1.4739311883324122,24,True
3,0.0,0,False
3,0.0,1,False
3,0.0,2,False
3,0.0,3,False
3,0.0,4,False
3,0.0,5,False
3,0.0,6,False
3,0.0,7,False
3,0.0,8,False
3,0.0,9,False
3,0.0,10,False
3,0.0,11,False
3,0.0,12,False
3,0.0,13,False
3,0.0,14,False
3,0.0,15,False
3,0.0,16,False
3,0.0,17,False
3,0.0,18,False
3,0.0,19,False
3,0.0,20,False
3,0.0,21,False
3,0.0,22,False
3,0.0,23,False
3,0.0,24,False
3,3.0588936890535683,0,True
3,2.6438561897747244,1,True
3,2.6438561897747244,2,True
3,2.6438561897747244,3,True
3,2.6438561897747244,4,True
3,2.6438561897747244,5,True
3,2.6438561897747244,6,True
3,2.6438561897747244,7,True
3,2.6438561897747244,8,True
3,2.6438561897747244,9,True
3,2.6438561897747244,10,True
3,2.6438561897747244,11,True
3,2.6438561897747244,12,True
3,2.6438561897747244,13,True
3,2.6438561897747244,14,True
3,2.6438561897747244,15,True
3,2.6438561897747244,16,True
3,2.6438561897747244,17,True
3,2.6438561897747244,18,True
3,2.6438561897747244,19,True
3,2.6438561897747244,20,True
3,2.6438561897747244,21,True
3,2.6438561897747244,22,True
3,2.6438561897747244,23,True
3,2.6438561897747244,24,True
3,0.0,0,False
3,4.643856189774724,1,False
3,4.643856189774724,2,False
3,4.643856189774724,3,False
3,4.643856189774724,4,False
3,3.6438561897747244,5,False
3,3.6438561897747244,6,False
3,3.0588936890535683,7,True
3,3.0588936890535683,8,True
3,3.0588936890535683,9,True
3,3.0588936890535683,10,True
3,3.0588936890535683,11,True
3,3.0588936890535683,12,True
3,3.0588936890535683,13,True
3,3.0588936890535683,14,True
3,3.0588936890535683,15,True
3,3.0588936890535683,16,True
3,3.0588936890535683,17,True
3,3.0588936890535683,18,True
3,3.0588936890535683,19,True
3,3.0588936890535683,20,True
3,3.0588936890535683,21,True
3,3.0588936890535683,22,True
3,3.0588936890535683,23,True
3,3.0588936890535683,24,True
3,1.0588936890535683,0,True
3,1.0588936890535683,1,True
3,1.0588936890535683,2,True
3,1.0588936890535683,3,True
3,1.0588936890535683,4,True
3,1.0588936890535683,5,True
3,1.0588936890535683,6,True
3,1.0588936890535683,7,True
3,1.0588936890535683,8,True
3,1.0588936890535683,9,True
3,1.0588936890535683,10,True
3,1.0588936890535683,11,True
3,1.0588936890535683,12,True
3,1.0588936890535683,13,True
3,1.0588936890535683,14,True
3,1.0588936890535683,15,True
3,1.0588936890535683,16,True
3,1.0588936890535683,17,True
3,1.0588936890535683,18,True
3,1.0588936890535683,19,True
3,1.0588936890535683,20,True
3,1.0588936890535683,21,True
3,1.0588936890535683,22,True
3,1.0588936890535683,23,True
3,1.0588936890535683,24,True
3,2.6438561897747244,0,False
3,2.321928094887362,1,False
3,2.0588936890535683,2,True
3,2.0588936890535683,3,True
3,1.6438561897747244,4,True
3,1.4739311883324122,5,True
3,1.4739311883324122,6,True
3,1.4739311883324122,7,True
3,1.4739311883324122,8,True
3,1.4739311883324122,9,True
3,1.4739311883324122,10,True
3,1.4739311883324122,11,True
3,1.4739311883324122,12,True
3,1.4739311883324122,13,True
3,1.4739311883324122,14,True
3,1.4739311883324122,15,True
3,1.4739311883324122,16,True
3,1.4739311883324122,17,True
3,1.4739311883324122,18,True
3,1.4739311883324122,19,True
3,1.4739311883324122,20,True
3,1.4739311883324122,21,True
3,1.4739311883324122,22,True
3,1.4739311883324122,23,True
3,1.4739311883324122,24,True
4,2.6438561897747244,0,True
4,2.0588936890535683,1,True
4,2.0588936890535683,2,True
4,2.0588936890535683,3,True
4,2.0588936890535683,4,True
4,2.0588936890535683,5,True
4,2.0588936890535683,6,True
4,2.0588936890535683,7,True
4,2.0588936890535683,8,True
4,2.0588936890535683,9,True
4,2.0588936890535683,10,True
4,2.0588936890535683,11,True
4,2.0588936890535683,12,True
4,2.0588936890535683,13,True
4,2.0588936890535683,14,True
4,2.0588936890535683,15,True
4,2.0588936890535683,16,True
4,2.0588936890535683,17,True
4,2.0588936890535683,18,True
4,2.0588936890535683,19,True
4,2.0588936890535683,20,True
4,2.0588936890535683,21,True
4,2.0588936890535683,22,True
4,2.0588936890535683,23,True
4,2.0588936890535683,24,True
4,3.6438561897747244,0,False
4,2.6438561897747244,1,False
4,2.6438561897747244,2,False
4,2.6438561897747244,3,False
4,2.6438561897747244,4,False
4,2.321928094887362,5,False
4,2.321928094887362,6,False
4,2.321928094887362,7,False
4,2.321928094887362,8,False
4,2.321928094887362,9,False
4,2.321928094887362,10,False
4,2.321928094887362,11,False
4,2.321928094887362,12,False
4,2.321928094887362,13,False
4,2.321928094887362,14,False
4,2.321928094887362,15,False
4,2.321928094887362,16,False
4,2.321928094887362,17,False
4,2.321928094887362,18,False
4,2.321928094887362,19,False
4,2.321928094887362,20,False
4,2.321928094887362,21,False
4,2.321928094887362,22,False
4,2.321928094887362,23,False
4,2.321928094887362,24,False
4,1.8365012677171202,0,True
4,1.6438561897747244,1,True
4,1.6438561897747244,2,True
4,1.4739311883324122,3,True
4,1.4739311883324122,4,True
4,1.4739311883324122,5,True
4,1.4739311883324122,6,True
4,1.4739311883324122,7,True
4,1.4739311883324122,8,True
4,1.4739311883324122,9,True
4,1.4739311883324122,10,True
4,1.4739311883324122,11,True
4,1.4739311883324122,12,True
4,1.4739311883324122,13,True
4,1.4739311883324122,14,True
4,1.4739311883324122,15,True
4,1.4739311883324122,16,True
4,1.4739311883324122,17,True
4,1.4739311883324122,18,True
4,1.4739311883324122,19,True
4,1.4739311883324122,20,True
4,1.4739311883324122,21,True
4,1.4739311883324122,22,True
4,1.4739311883324122,23,True
4,1.4739311883324122,24,True
4,3.6438561897747244,0,False
4,2.6438561897747244,1,False
4,2.6438561897747244,2,False
4,2.6438561897747244,3,False
4,2.6438561897747244,4,False
4,2.321928094887362,5,False
4,2.321928094887362,6,False
4,2.321928094887362,7,False
4,2.321928094887362,8,False
4,2.321928094887362,9,False
4,2.321928094887362,10,False
4,2.321928094887362,11,False
4,2.321928094887362,12,False
4,2.321928094887362,13,False
4,2.321928094887362,14,False
4,2.321928094887362,15,False
4,2.321928094887362,16,False
4,2.321928094887362,17,False
4,2.321928094887362,18,False
4,2.321928094887362,19,False
4,2.321928094887362,20,False
4,2.321928094887362,21,False
4,2.321928094887362,22,False
4,2.321928094887362,23,False
4,2.321928094887362,24,False
4,4.643856189774724,0,False
4,3.6438561897747244,1,False
4,3.6438561897747244,2,False
4,3.6438561897747244,3,False
4,3.6438561897747244,4,False
4,3.6438561897747244,5,False
4,3.6438561897747244,6,False
4,3.6438561897747244,7,False
4,3.6438561897747244,8,False
4,3.6438561897747244,9,False
4,3.6438561897747244,10,False
4,3.6438561897747244,11,False
4,3.6438561897747244,12,False
4,3.6438561897747244,13,False
4,3.6438561897747244,14,False
4,3.6438561897747244,15,False
4,3.6438561897747244,16,False
4,3.6438561897747244,17,False
4,3.6438561897747244,18,False
4,3.6438561897747244,19,False
4,3.6438561897747244,20,False
4,3.6438561897747244,21,False
4,3.6438561897747244,22,False
4,3.6438561897747244,23,False
4,3.6438561897747244,24,False
4,0.0,0,False
4,0.0,1,False
4,0.0,2,False
4,0.0,3,False
4,0.0,4,False
4,0.0,5,False
4,0.0,6,False
4,0.0,7,False
4,0.0,8,False
4,0.0,9,False
4,0.0,10,False
4,0.0,11,False
4,0.0,12,False
4,0.0,13,False
4,0.0,14,False
4,0.0,15,False
4,0.0,16,False
4,0.0,17,False
4,0.0,18,False
4,0.0,19,False
4,0.0,20,False
4,0.0,21,False
4,0.0,22,False
4,0.0,23,False
4,0.0,24,False
4,3.0588936890535683,0,True
4,2.6438561897747244,1,True
4,2.6438561897747244,2,True
4,2.6438561897747244,3,True
4,2.6438561897747244,4,True
4,2.6438561897747244,5,True
4,2.6438561897747244,6,True
4,2.6438561897747244,7,True
4,2.6438561897747244,8,True
4,2.6438561897747244,9,True
4,2.6438561897747244,10,True
4,2.6438561897747244,11,True
4,2.6438561897747244,12,True
4,2.6438561897747244,13,True
4,2.6438561897747244,14,True
4,2.6438561897747244,15,True
4,2.6438561897747244,16,True
4,2.6438561897747244,17,True
4,2.6438561897747244,18,True
4,2.6438561897747244,19,True
4,2.6438561897747244,20,True
4,2.6438561897747244,21,True
4,2.6438561897747244,22,True
4,2.6438561897747244,23,True
4,2.6438561897747244,24,True
4,0.0,0,False
4,0.0,1,False
4,0.0,2,False
4,0.0,3,False
4,0.0,4,False
4,0.0,5,False
4,0.0,6,False
4,0.0,7,False
4,0.0,8,False
4,0.0,9,False
4,0.0,10,False
4,0.0,11,False
4,0.0,12,False
4,0.0,13,False
4,0.0,14,False
4,0.0,15,False
4,0.0,16,False
4,0.0,17,False
4,0.0,18,False
4,0.0,19,False
4,0.0,20,False
4,0.0,21,False
4,0.0,22,False
4,0.0,23,False
4,0.0,24,False
4,3.6438561897747244,0,False
4,2.6438561897747244,1,False
4,2.6438561897747244,2,False
4,2.6438561897747244,3,False
4,2.6438561897747244,4,False
4,2.321928094887362,5,False
