loss,step
1.1371448,221
1.1613096,222
0.8356514,223
0.95003164,224
0.9949974,225
0.96239376,226
1.0124433,227
1.1055391,228
0.9388603,229
0.91381836,230
0.89093405,231
0.9812105,232
0.9581186,233
0.87393534,234
1.1532204,235
1.0861065,236
0.84211946,237
1.2232405,238
0.7413635,239
0.93784153,240
1.2795247,241
0.8639084,242
0.81285053,243
0.88232285,244
0.81247306,245
1.0494237,246
0.7573567,247
0.7678772,248
0.7318777,249
1.0087974,250
0.95264053,251
0.8723363,252
0.75419414,253
0.925155,254
0.8150737,255
1.061794,256
0.9058912,257
0.7981315,258
1.0303106,259
0.7974013,260
0.7937584,261
0.825011,262
0.8862014,263
0.8794924,264
0.84864,265
1.0101283,266
1.0431898,267
0.91315746,268
0.8149921,269
0.8488053,270
0.709044,271
0.7798656,272
0.71686494,273
0.95013285,274
0.6625005,275
0.7833401,276
0.81532115,277
0.8191935,278
0.7639464,279
0.9547981,280
0.7649398,281
0.73578984,282
0.76106155,283
0.7773454,284
1.0767937,285
0.8184949,286
0.8730426,287
0.68506235,288
0.70920324,289
0.7443112,290
0.7450428,291
0.82344484,292
0.70581394,293
0.6370642,294
0.7891428,295
0.74722534,296
0.6867237,297
0.7164856,298
0.7349889,299
0.97365177,300
0.71130997,301
0.6646465,302
0.7770433,303
0.59475625,304
0.91755915,305
0.6538563,306
0.8602096,307
0.6515567,308
0.7190659,309
0.6799926,310
0.65090847,311
0.81179273,312
0.7845185,313
0.8222457,314
0.6269423,315
0.8212762,316
0.6814111,317
0.7345867,318
0.71349317,319
0.7806543,320
0.7391434,321
0.58716595,322
0.6088475,323
0.6517082,324
0.8260336,325
0.70745933,326
0.690486,327
1.0475454,328
0.74805367,329
0.759673,330
0.6297367,331
0.7280488,332
0.76837546,333
0.55114174,334
0.591972,335
0.8939448,336
0.72881114,337
0.65099853,338
0.63801545,339
0.6931498,340
0.6292199,341
0.6424905,342
0.69954693,343
0.62004256,344
0.8031911,345
0.77626926,346
0.6550987,347
0.8045037,348
0.56332874,349
0.60934424,350
0.6815443,351
0.6508286,352
0.6233175,353
0.78554505,354
0.62740016,355
0.64100146,356
0.6033121,357
0.5875993,358
0.6362586,359
0.5864121,360
0.55974066,361
0.6613668,362
0.534084,363
0.6192244,364
0.69146156,365
0.5664009,366
0.697522,367
0.5882272,368
0.6711652,369
0.66321725,370
0.5209137,371
0.65000314,372
0.69131255,373
0.589791,374
0.57058924,375
0.6329631,376
0.6266077,377
0.5742412,378
0.6423888,379
0.5105261,380
0.60665977,381
0.562109,382
0.5547346,383
0.5169128,384
0.6533777,385
0.5504017,386
0.5552946,387
0.5149554,388
0.5509703,389
0.54211134,390
0.5834718,391
0.5285814,392
0.6887326,393
0.5612113,394
0.51709867,395
0.6529246,396
0.62783056,397
0.5120523,398
0.50178766,399
0.5400362,400
0.617074,401
0.5236933,402
0.5127102,403
0.5716008,404
0.5377005,405
0.4972837,406
0.5625533,407
0.534775,408
0.49864513,409
0.5480989,410
0.51609087,411
0.51748735,412
0.48248294,413
0.5851326,414
0.5000076,415
0.5152917,416
0.53619397,417
0.5435507,418
0.5216981,419
0.5003022,420
0.56496614,421
0.50587255,422
0.5833099,423
0.53813064,424
0.5075557,425
0.56422377,426
0.4809029,427
0.5262815,428
0.50760514,429
0.49864233,430
0.46487373,431
0.48497882,432
0.5114282,433
0.49583405,434
0.5366017,435
0.5366882,436
0.5103876,437
0.52160823,438
0.501456,439
0.5132124,440
0.5301518,441
0.5248876,442
0.504994,443
0.49640054,444
0.4866322,445
0.51784396,446
0.47253028,447
0.46785718,448
0.5011747,449
0.5223526,450
0.49674404,451
0.4765224,452
0.44966263,453
0.44738835,454
0.4921263,455
0.524992,456
0.49103853,457
0.50370693,458
0.4976881,459
0.46640855,460
0.44517848,461
0.43708438,462
0.476642,463
0.48208326,464
0.46349025,465
0.4466926,466
0.4890954,467
0.5037301,468
0.47272193,469
0.5009388,470
0.49007273,471
0.4766279,472
0.475649,473
0.59000975,474
0.57503605,475
0.5405206,476
0.5521917,477
0.47862363,478
0.40649348,479
0.5205634,480
0.43438023,481
0.3959366,482
0.5259344,483
0.47958848,484
0.57402116,485
0.44548863,486
0.44532847,487
0.50044835,488
0.47329587,489
0.63062817,490
0.4749933,491
0.52578604,492
0.45459944,493
0.48674735,494
0.47767755,495
0.42509946,496
0.44966286,497
0.5455111,498
0.48364627,499
0.47577837,500
0.4551017,501
0.56459355,502
0.5191558,503
0.4495548,504
0.42190754,505
0.46829683,506
0.4730138,507
0.5234597,508
0.50286776,509
0.44735223,510
0.41774046,511
0.47624028,512
0.44506466,513
0.45129305,514
0.46975008,515
0.5120654,516
0.54238534,517
0.39572334,518
0.46009493,519
0.41869533,520
0.46614757,521
0.4624111,522
0.47987297,523
0.38421035,524
0.46170044,525
0.421468,526
0.46042657,527
0.46489477,528
0.43852448,529
0.46635124,530
0.44934052,531
0.52846813,532
0.4233479,533
0.4507774,534
0.52475625,535
0.49518389,536
0.4493732,537
0.64009124,538
0.37253925,539
0.6307396,540
0.45884562,541
0.44994202,542
0.4875038,543
0.4632272,544
0.44391626,545
0.40588453,546
0.47656983,547
0.42727387,548
0.48153362,549
0.46066308,550
0.43389475,551
0.46255195,552
0.4105319,553
0.47416136,554
0.4127283,555
0.4455899,556
0.40388352,557
0.4373898,558
0.4487272,559
0.48899245,560
0.4113245,561
0.45811465,562
0.40411687,563
0.46634662,564
0.40689653,565
0.43448037,566
0.44923458,567
0.5115181,568
0.4978664,569
0.43092072,570
0.4726599,571
0.41481665,572
0.45861855,573
0.54771316,574
0.41684854,575
0.4279505,576
0.46239474,577
0.46823674,578
0.39026967,579
0.5693223,580
0.4762742,581
0.47469863,582
0.4841304,583
0.43663186,584
0.45507735,585
0.5203508,586
0.47528332,587
0.4417531,588
0.46656567,589
0.439112,590
0.6090706,591
0.5061525,592
0.45363152,593
0.45640522,594
0.4588591,595
0.42883253,596
0.4451393,597
0.47396487,598
0.5127591,599
0.42900956,600
0.41149545,601
0.41632298,602
0.4500422,603
0.43524632,604
0.42443144,605
0.4274655,606
0.41331103,607
0.43612456,608
0.3763708,609
0.4238165,610
0.4411667,611
0.38359573,612
0.42960423,613
0.3629232,614
0.42006052,615
0.435386,616
0.4124451,617
0.47507685,618
0.42178348,619
0.41698304,620
0.42341065,621
0.41550776,622
0.4369732,623
0.40273914,624
0.43387783,625
0.4236436,626
0.43188295,627
0.44972152,628
0.43342042,629
0.53638065,630
0.517408,631
0.46722576,632
0.50730705,633
0.46325827,634
0.46911162,635
0.46280524,636
0.41384012,637
0.44270408,638
0.397942,639
0.42417836,640
0.4592623,641
0.41250014,642
0.42914742,643
0.46868768,644
0.40358287,645
0.41834912,646
0.43653265,647
0.42172804,648
0.43470624,649
0.35232624,650
0.3802489,651
0.4122374,652
0.42355233,653
0.43735373,654
0.5093044,655
0.4399492,656
0.43965465,657
0.44671828,658
0.4111395,659
0.4292786,660
0.43742794,661
0.4262707,662
0.39562532,663
0.44260707,664
0.44062436,665
0.42243308,666
0.46233994,667
0.4297159,668
0.4552269,669
0.46899134,670
0.56338805,671
0.5713227,672
0.5424366,673
0.53581256,674
0.4855499,675
0.55398655,676
0.4270224,677
0.5296196,678
0.41267556,679
0.5067705,680
0.42112732,681
0.4902229,682
0.4361624,683
0.4128222,684
0.442359,685
0.45434934,686
0.50761306,687
0.4292277,688
0.44280016,689
0.43700182,690
0.41006994,691
0.39938074,692
0.43754178,693
0.49048698,694
0.46776682,695
0.43583104,696
0.44056812,697
0.4192937,698
0.46889883,699
0.40325758,700
0.41869336,701
0.4410149,702
0.43797892,703
0.362671,704
0.35472593,705
0.44353372,706
0.44362044,707
0.40854123,708
0.48917386,709
0.38411427,710
0.3863389,711
0.4046325,712
0.40036863,713
0.40498817,714
0.39458135,715
0.41363886,716
0.39696002,717
0.43883938,718
0.41282484,719
0.43220758,720
0.4049746,721
0.40766954,722
0.4184255,723
0.40502644,724
0.36422315,725
0.39940038,726
0.36807305,727
0.41935158,728
0.38208777,729
0.37442386,730
0.4348141,731
0.41100064,732
0.43222165,733
0.39879173,734
0.3852117,735
0.37641704,736
0.39613616,737
0.3709373,738
0.40031072,739
0.43291622,740
0.4239031,741
0.4208271,742
0.42322496,743
0.41805026,744
0.39253563,745
0.38678616,746
0.40555185,747
0.38914698,748
0.3697162,749
0.40030977,750
0.38228208,751
0.43642133,752
0.36116976,753
0.37219077,754
0.39225382,755
0.39411265,756
0.47060683,757
0.36818415,758
0.34686875,759
0.42771763,760
0.43547487,761
0.37291098,762
0.42960066,763
0.35530412,764
0.39626515,765
0.40979534,766
0.4114812,767
0.39422488,768
0.37622532,769
0.43032414,770
0.38811505,771
0.35818228,772
0.36227196,773
0.41301367,774
0.40558863,775
0.39384335,776
0.41541255,777
0.38951015,778
0.39896816,779
0.4102369,780
0.3867014,781
0.38514233,782
0.39331555,783
0.3908087,784
0.42726147,785
0.41066074,786
0.4043092,787
0.40488982,788
0.39957836,789
0.4137188,790
0.4018671,791
0.43457446,792
0.3850164,793
0.39057705,794
0.38310897,795
0.42037258,796
0.33616912,797
0.40730274,798
0.3845835,799
0.37706977,800
0.42781675,801
0.36285818,802
0.3822441,803
0.38739896,804
0.43076015,805
0.38326344,806
0.39907956,807
0.37394232,808
0.39526832,809
0.35559028,810
0.45524257,811
0.41430652,812
0.37222058,813
0.40798986,814
0.43869638,815
0.3957994,816
0.38963273,817
0.4032299,818
0.39865372,819
0.41355598,820
0.42237443,821
0.36653116,822
0.37694418,823
0.36487755,824
0.4014213,825
0.35289115,826
0.40001562,827
0.3661597,828
0.40926868,829
0.39077908,830
0.40182072,831
0.376467,832
0.43429527,833
0.37293768,834
0.46993494,835
0.42869687,836
0.37911242,837
0.4499427,838
0.37159586,839
0.43237883,840
0.44460744,841
0.40932763,842
0.41540334,843
0.46815088,844
0.38465324,845
0.3318112,846
0.3882225,847
0.41966176,848
0.40817165,849
0.4026152,850
0.3250476,851
0.40684998,852
0.37042063,853
0.406717,854
0.3970993,855
0.48417446,856
0.4190724,857
0.42144844,858
0.39106342,859
0.38882598,860
0.670026,861
0.42428464,862
0.4285999,863
0.4646762,864
0.42847034,865
0.47096556,866
0.50718063,867
0.40673417,868
0.48394015,869
0.48080355,870
0.40888345,871
0.4852116,872
0.5930801,873
0.40516204,874
0.48617974,875
0.42492458,876
0.8470684,877
0.41678756,878
0.43015307,879
0.43749318,880
0.49576533,881
0.4202971,882
0.42660108,883
0.5912818,884
0.41990322,885
0.45606524,886
1.3152914,887
0.41516632,888
0.41531336,889
0.34499058,890
0.4440619,891
0.47092432,892
0.41182953,893
0.44353098,894
0.85629153,895
0.4093976,896
0.45433033,897
0.37212116,898
0.4312517,899
0.45349675,900
0.41405484,901
0.39168864,902
0.4965374,903
0.37474346,904
0.4531831,905
0.4432999,906
0.42444247,907
0.44709373,908
0.39824283,909
0.4049286,910
0.44879252,911
0.43552467,912
0.4283843,913
0.53971016,914
0.42336196,915
0.47466326,916
0.4610521,917
0.4892431,918
0.44350582,919
0.353711,920
0.42904812,921
0.43526465,922
0.4131098,923
0.47630653,924
0.41264117,925
0.41325593,926
0.38224435,927
0.4894745,928
0.37858427,929
0.43741894,930
0.3994757,931
0.408148,932
0.5030862,933
0.36901647,934
0.48517773,935
0.38115972,936
0.42064196,937
0.43153173,938
0.39658403,939
0.3573262,940
0.43424806,941
0.34566465,942
0.3672005,943
0.363181,944
0.40818074,945
0.46648532,946
0.4106099,947
0.4134081,948
0.43230474,949
0.37005305,950
0.39712805,951
0.3945154,952
0.34564644,953
0.4091304,954
0.3926734,955
0.3913823,956
0.38649774,957
0.42298818,958
0.40426406,959
0.36724612,960
0.4434189,961
0.39103034,962
0.36068213,963
0.39846373,964
0.41783404,965
0.37583667,966
0.39106363,967
0.39564097,968
0.39748713,969
0.51723486,970
0.36230302,971
0.3852014,972
0.38775238,973
0.40840065,974
0.3812973,975
0.39791313,976
0.40794098,977
0.39938897,978
0.38013363,979
0.35369557,980
0.4001212,981
0.35207137,982
0.37671477,983
0.34458596,984
0.39066392,985
0.3955465,986
0.3847028,987
0.4182077,988
0.3784641,989
0.4097147,990
0.39528918,991
0.3801079,992
0.37228134,993
0.38450095,994
0.3546012,995
0.3719887,996
0.41949046,997
0.4007015,998
0.39390022,999
0.36487514,1000
0.38189873,1001
0.408342,1002
0.3852939,1003
0.4238252,1004
0.35793445,1005
0.36461323,1006
0.41849428,1007
0.39729336,1008
0.401924,1009
0.36849895,1010
0.38604763,1011
0.46104455,1012
0.38287252,1013
0.37818682,1014
0.42240757,1015
0.40279812,1016
0.42011833,1017
0.39423767,1018
0.40331742,1019
0.36600843,1020
0.38089496,1021
0.3922671,1022
0.42226028,1023
0.4038167,1024
0.38223106,1025
0.4109832,1026
0.38858733,1027
0.41870236,1028
0.3813992,1029
0.4004265,1030
0.38659072,1031
0.4063132,1032
0.43872687,1033
0.39344904,1034
0.3446539,1035
0.3905826,1036
0.37645906,1037
0.43020916,1038
0.37068352,1039
0.39656264,1040
0.36742768,1041
0.41148096,1042
0.40879402,1043
0.41521436,1044
0.38509697,1045
0.36377484,1046
0.3498158,1047
0.34645176,1048
0.3442974,1049
0.39130616,1050
0.41112322,1051
0.40247065,1052
0.3541007,1053
0.41830376,1054
0.37250972,1055
0.38706797,1056
0.44099075,1057
0.35244334,1058
0.3747715,1059
0.3575593,1060
0.3824457,1061
0.39272314,1062
0.38843644,1063
0.4392422,1064
0.35367134,1065
0.40750146,1066
0.3639361,1067
0.3926375,1068
0.4574244,1069
0.4482688,1070
0.43231726,1071
0.36819625,1072
0.37981024,1073
0.3872843,1074
0.38653558,1075
0.3713166,1076
0.3726398,1077
0.37613246,1078
0.37798542,1079
0.41076028,1080
0.37707084,1081
0.37790316,1082
0.4254346,1083
0.35137758,1084
0.33558333,1085
0.3661955,1086
0.37172753,1087
0.38281724,1088
0.39402458,1089
0.3958975,1090
0.3719989,1091
0.36797318,1092
0.34912008,1093
0.36592564,1094
0.43177032,1095
0.38978738,1096
0.3569993,1097
0.36031282,1098
0.3927323,1099
0.3935665,1100
0.3840812,1101
0.3856265,1102
0.37128872,1103
0.37595195,1104
0.38713366,1105
0.38210204,1106
0.3843161,1107
0.35042346,1108
0.34137064,1109
0.38328797,1110
0.3560846,1111
0.40043104,1112
0.37192285,1113
0.35397395,1114
0.3603968,1115
0.35881191,1116
0.3510257,1117
0.3756461,1118
0.4224841,1119
0.39644277,1120
0.37836215,1121
0.37228876,1122
0.36880952,1123
0.3487012,1124
0.39200062,1125
0.3479204,1126
0.3903389,1127
0.39983535,1128
0.35412878,1129
0.43432128,1130
0.43421966,1131
0.44708234,1132
0.46348724,1133
0.37135586,1134
0.41362426,1135
0.43079,1136
0.42931983,1137
0.38542515,1138
0.4061644,1139
0.40858722,1140
0.38466153,1141
0.4012164,1142
0.4566669,1143
0.43441775,1144
0.39518777,1145
0.3853492,1146
0.3984595,1147
0.37772006,1148
0.47633293,1149
0.41467783,1150
0.38940215,1151
0.4315977,1152
0.3869309,1153
0.40753582,1154
0.42667004,1155
0.38385645,1156
0.44532692,1157
0.35335058,1158
0.3829296,1159
0.3552212,1160
0.4261917,1161
0.35953972,1162
0.4048344,1163
0.35502493,1164
0.43240994,1165
0.37765223,1166
0.37822133,1167
0.3919711,1168
0.38665473,1169
0.3724368,1170
0.37060437,1171
0.352243,1172
0.36943245,1173
0.38593826,1174
0.35504982,1175
0.35197136,1176
0.37162185,1177
0.4087847,1178
0.35579118,1179
0.37687528,1180
0.39541525,1181
0.33128017,1182
0.39071703,1183
0.38362598,1184
0.40783074,1185
0.36969328,1186
0.36826715,1187
0.4103378,1188
0.39064845,1189
0.379556,1190
0.3600101,1191
0.40663204,1192
0.38088363,1193
0.33777046,1194
0.3814208,1195
0.4305457,1196
0.38388005,1197
0.43248338,1198
0.35699075,1199
0.4584851,1200
0.37903368,1201
0.3982639,1202
0.3548302,1203
0.37250113,1204
0.39517215,1205
0.40531287,1206
0.37120593,1207
0.39004487,1208
0.3553369,1209
0.38507047,1210
0.4779532,1211
0.40502068,1212
0.37396395,1213
0.41395408,1214
0.37588757,1215
0.4274714,1216
0.4695406,1217
0.40719855,1218
0.6465515,1219
0.4023199,1220
0.3688131,1221
0.37182862,1222
0.39072835,1223
0.4227352,1224
0.37998343,1225
0.51933646,1226
0.41961932,1227
0.47460437,1228
0.3834166,1229
0.57648885,1230
0.4684474,1231
0.42671025,1232
0.9552481,1233
0.39879775,1234
0.36340997,1235
0.39812696,1236
0.4350678,1237
0.41869175,1238
0.5602324,1239
0.5728983,1240
0.40766662,1241
0.52993053,1242
0.38713315,1243
0.41585016,1244
0.38879317,1245
0.38610542,1246
0.40185466,1247
0.40726775,1248
0.41162202,1249
0.39411485,1250
0.440538,1251
0.377748,1252
0.36907363,1253
0.40605146,1254
0.4004331,1255
0.45373386,1256
0.4377154,1257
0.5241407,1258
0.36124486,1259
0.37657374,1260
0.37132934,1261
0.42600444,1262
0.39699662,1263
0.42226923,1264
0.38613492,1265
0.41208053,1266
0.41576034,1267
0.39491975,1268
0.4363569,1269
0.38683552,1270
0.42488527,1271
0.39095843,1272
0.39263934,1273
0.41081196,1274
0.42297643,1275
0.55533445,1276
0.36940005,1277
0.3615256,1278
0.3495633,1279
0.4424718,1280
0.41775692,1281
0.44597602,1282
0.4385747,1283
0.33799827,1284
0.44291523,1285
0.4605973,1286
0.44020623,1287
0.44688964,1288
0.41104782,1289
0.3767312,1290
0.49006364,1291
0.4357177,1292
0.46501374,1293
0.4634508,1294
0.40146437,1295
0.4955337,1296
0.473887,1297
0.3837608,1298
0.47162342,1299
0.53056026,1300
0.4915996,1301
0.5226966,1302
0.447348,1303
0.50653267,1304
0.41593125,1305
0.41643658,1306
0.50066316,1307
0.5004025,1308
0.49244183,1309
0.4565109,1310
0.50996935,1311
0.40923506,1312
0.5087166,1313
0.38095897,1314
0.36845785,1315
0.41335523,1316
0.47203827,1317
0.42279428,1318
0.4029339,1319
0.45565796,1320
0.45930934,1321
0.40890566,1322
0.4647038,1323
0.4106955,1324
0.43552864,1325
0.38006848,1326
0.3903314,1327
0.36201444,1328
0.39943087,1329
0.36899376,1330
0.35554928,1331
0.38509467,1332
0.4167171,1333
0.36342138,1334
0.4146633,1335
0.35241887,1336
0.4489483,1337
0.35233694,1338
0.3706619,1339
0.35365665,1340
0.39005405,1341
0.37725097,1342
0.3336205,1343
0.3840836,1344
0.42540634,1345
0.3834875,1346
0.39985925,1347
0.36763823,1348
0.4210656,1349
0.42215747,1350
0.34325403,1351
0.35993424,1352
0.364237,1353
0.34904882,1354
0.40001702,1355
0.3555501,1356
0.37130135,1357
0.34605888,1358
0.3661483,1359
0.38409978,1360
0.38787225,1361
0.33674568,1362
0.35342976,1363
0.3459655,1364
0.39446896,1365
0.34744477,1366
0.44944775,1367
0.36834624,1368
0.3417589,1369
0.3770973,1370
0.46073514,1371
0.4200851,1372
0.35143465,1373
0.3787025,1374
0.3671806,1375
0.36344418,1376
0.375149,1377
0.38942045,1378
0.39665654,1379
0.38417637,1380
0.35969278,1381
0.37509406,1382
0.4087121,1383
0.39503002,1384
0.36329663,1385
0.368757,1386
0.3428462,1387
0.3911019,1388
0.3891703,1389
0.36482373,1390
0.35624358,1391
0.3790434,1392
0.36323854,1393
0.3814569,1394
0.365363,1395
0.33850226,1396
0.3572066,1397
0.35177904,1398
0.37976286,1399
0.36258525,1400
0.37370753,1401
0.40242475,1402
0.3655889,1403
0.40313864,1404
0.34039733,1405
0.37731785,1406
0.40597284,1407
0.3743539,1408
0.38065985,1409
0.38340378,1410
0.41902423,1411
0.3784902,1412
0.4162733,1413
0.36725348,1414
0.36799607,1415
0.39107943,1416
0.39501387,1417
0.3552401,1418
0.42022038,1419
0.40583974,1420
0.65497756,1421
0.38481778,1422
0.55313617,1423
0.44481632,1424
0.509512,1425
0.5440186,1426
0.4341855,1427
0.5016078,1428
0.41046014,1429
0.40421408,1430
0.47942626,1431
0.41167372,1432
0.39979744,1433
0.36081538,1434
0.4105054,1435
0.43406418,1436
0.45118093,1437
0.39571133,1438
0.3885278,1439
0.42008996,1440
0.37193725,1441
0.4547858,1442
0.43563932,1443
0.4021982,1444
0.38178688,1445
0.39322323,1446
0.54066527,1447
0.42983633,1448
0.38535455,1449
0.3761331,1450
0.44113585,1451
0.43796402,1452
0.38652945,1453
0.42947727,1454
0.38716543,1455
0.40037876,1456
0.3894831,1457
0.4176246,1458
0.42617804,1459
0.40708575,1460
0.41071567,1461
0.43329084,1462
0.38644934,1463
0.39600748,1464
0.3999558,1465
0.40874588,1466
0.39437774,1467
0.3764706,1468
0.38581258,1469
0.3564117,1470
0.39598203,1471
0.361535,1472
0.40872192,1473
0.40649277,1474
0.37935096,1475
0.3924477,1476
0.42096597,1477
0.37239444,1478
0.37809163,1479
0.34574378,1480
0.39183033,1481
0.36085078,1482
0.37644866,1483
0.37158564,1484
0.39878857,1485
0.3575272,1486
0.42821985,1487
0.43028456,1488
0.38106352,1489
0.3718194,1490
0.34241354,1491
0.37177065,1492
0.3910798,1493
0.37907025,1494
0.37000078,1495
0.36044744,1496
0.34457052,1497
0.41906136,1498
0.41027737,1499
0.37797672,1500
0.36793134,1501
0.43417862,1502
0.41107643,1503
0.35152254,1504
0.36148542,1505
0.3773032,1506
0.4069693,1507
0.3727417,1508
0.3905701,1509
0.3417396,1510
0.39646825,1511
0.3717613,1512
0.36341012,1513
0.39228088,1514
0.3863033,1515
0.3666913,1516
0.39038134,1517
0.38094527,1518
0.40138957,1519
0.37381613,1520
0.38967067,1521
0.36392593,1522
0.37584656,1523
0.3882938,1524
0.3901695,1525
0.33423603,1526
0.5265815,1527
0.3707371,1528
0.36030382,1529
0.40664062,1530
0.46340644,1531
0.38225573,1532
0.37793666,1533
0.377906,1534
0.3707562,1535
0.3900057,1536
0.33955145,1537
0.38255838,1538
0.37740386,1539
0.37585667,1540
0.3790874,1541
0.3749704,1542
0.41529083,1543
0.46154726,1544
0.40905422,1545
0.34105992,1546
0.35996652,1547
0.3538245,1548
0.3707053,1549
0.3600153,1550
0.37840307,1551
0.40012512,1552
0.33699018,1553
0.41703826,1554
0.36069298,1555
0.35804462,1556
0.415075,1557
0.35411423,1558
0.33388585,1559
0.33629176,1560
0.38081908,1561
0.41623187,1562
0.36115637,1563
0.38851756,1564
0.3964781,1565
0.39056152,1566
0.38794035,1567
0.360369,1568
0.37262982,1569
0.37045187,1570
0.38672262,1571
0.36311755,1572
0.36424252,1573
0.40210837,1574
0.4121757,1575
0.39662707,1576
0.37332535,1577
0.34515682,1578
0.4160904,1579
0.3986938,1580
0.39035332,1581
0.38374066,1582
0.4182229,1583
0.38152838,1584
0.362447,1585
0.3827691,1586
0.36970925,1587
0.38409477,1588
0.38932773,1589
0.38477588,1590
0.37190706,1591
0.40606067,1592
0.375879,1593
0.3551471,1594
0.35693645,1595
0.35243854,1596
0.37313867,1597
0.3843,1598
0.3697639,1599
0.36891556,1600
0.39704704,1601
0.34258267,1602
0.39658922,1603
0.39012808,1604
0.37272602,1605
0.34207517,1606
0.38434947,1607
0.3722549,1608
0.388273,1609
0.3702851,1610
0.34895462,1611
0.3566897,1612
0.37807223,1613
0.38716617,1614
0.38232607,1615
0.36435124,1616
0.36828193,1617
0.37087357,1618
0.3901283,1619
0.3674339,1620
0.34463316,1621
0.3966512,1622
0.3741719,1623
0.36611438,1624
0.36865437,1625
0.3666025,1626
0.36377972,1627
0.3979059,1628
0.4058853,1629
0.3455426,1630
0.38948873,1631
0.3685639,1632
0.34367716,1633
0.41012877,1634
0.3717431,1635
0.3482169,1636
0.3565089,1637
0.39732003,1638
0.3579054,1639
0.406096,1640
0.37993523,1641
0.35637182,1642
0.36121786,1643
0.3861668,1644
0.37785238,1645
0.3548852,1646
0.38056746,1647
0.37198478,1648
0.35111654,1649
0.37168178,1650
0.36005968,1651
0.3935269,1652
0.34457237,1653
0.38457885,1654
0.34275848,1655
0.3719613,1656
0.4179625,1657
0.3498764,1658
0.3881836,1659
0.36364055,1660
0.38943535,1661
0.4205526,1662
0.3509549,1663
0.39666718,1664
0.36496648,1665
0.37534082,1666
0.36460435,1667
0.37782001,1668
0.36180907,1669
0.36158255,1670
0.3713143,1671
0.39207464,1672
