step,temp
512,9.049662
513,9.049662
514,9.049662
515,9.049662
516,9.049662
517,9.049662
518,9.049662
519,9.049662
520,9.049662
521,9.049662
522,9.049662
523,9.049662
524,9.049662
525,9.049662
526,9.049662
527,9.049662
528,9.049662
529,9.049662
530,9.049662
531,9.049662
532,9.049662
533,9.049662
534,9.049662
535,9.049662
536,9.049662
537,9.049662
538,9.049662
539,9.049662
540,9.049662
541,9.049662
542,9.049662
543,9.049662
544,9.049662
545,9.049662
546,9.049662
547,9.049662
548,9.049662
549,9.049662
550,9.049662
551,9.049662
552,9.049662
553,9.049662
554,9.049662
555,9.049662
556,9.049662
557,9.049662
558,9.049662
559,9.049662
560,9.049662
561,9.049662
562,9.049662
563,9.049662
564,9.049662
565,9.049662
566,9.049662
567,9.049662
568,9.049662
569,9.049662
570,9.049662
571,9.049662
572,9.049662
573,9.049662
574,9.049662
575,9.049662
576,9.049662
577,9.049662
578,9.049662
579,9.049662
580,9.049662
581,9.049662
582,9.049662
583,9.049662
584,9.049662
585,9.049662
586,9.049662
587,9.049662
588,9.049662
589,9.049662
590,9.049662
591,9.049662
592,9.049662
593,9.049662
594,9.049662
595,9.049662
596,9.049662
597,9.049662
598,9.049662
599,9.049662
600,9.049662
601,9.049662
602,9.049662
603,9.049662
604,9.049662
605,9.049662
606,9.049662
607,9.049662
608,9.049662
609,9.049662
610,9.049662
611,9.049662
612,9.049662
613,9.049662
614,9.049662
615,9.049662
616,9.049662
617,9.049662
618,9.049662
619,9.049662
620,9.049662
621,9.049662
622,9.049662
623,9.049662
624,9.049662
625,9.049662
626,9.049662
627,9.049662
628,9.049662
629,9.049662
630,9.049662
631,9.049662
632,9.049662
633,9.049662
634,9.049662
635,9.049662
636,9.049662
637,9.049662
638,9.049662
639,9.049662
640,9.049662
641,9.049662
642,9.049662
643,9.049662
644,9.049662
645,9.049662
646,9.049662
647,9.049662
648,9.049662
649,9.049662
650,9.049662
651,9.049662
652,9.049662
653,9.049662
654,9.049662
655,9.049662
656,9.049662
657,9.049662
658,9.049662
659,9.049662
660,9.049662
661,9.049662
662,9.049662
663,9.049662
664,9.049662
665,9.049662
666,9.049662
667,9.049662
668,9.049662
669,9.049662
670,9.049662
671,9.049662
672,9.049662
673,9.049662
674,9.049662
675,9.049662
676,9.049662
677,9.049662
678,9.049662
679,9.049662
680,9.049662
681,9.049662
682,9.049662
683,9.049662
684,9.049662
685,9.049662
686,9.049662
687,9.049662
688,9.049662
689,9.049662
690,9.049662
691,9.049662
692,9.049662
693,9.049662
694,9.049662
695,9.049662
696,9.049662
697,9.049662
698,9.049662
699,9.049662
700,9.049662
701,9.049662
702,9.049662
703,9.049662
704,9.049662
705,9.049662
706,9.049662
707,9.049662
708,9.049662
709,9.049662
710,9.049662
711,9.049662
712,9.049662
713,9.049662
714,9.049662
715,9.049662
716,9.049662
717,9.049662
718,9.049662
719,9.049662
720,9.049662
721,9.049662
722,9.049662
723,9.049662
724,9.049662
725,9.049662
726,9.049662
727,9.049662
728,9.049662
729,9.049662
730,9.049662
731,9.049662
732,9.049662
733,9.049662
734,9.049662
735,9.049662
736,9.049662
737,9.049662
738,9.049662
739,9.049662
740,9.049662
741,9.049662
742,9.049662
743,9.049662
744,9.049662
745,9.049662
746,9.049662
747,9.049662
748,9.049662
749,9.049662
750,8.189637
751,8.189637
752,8.189637
753,8.189637
754,8.189637
755,8.189637
756,8.189637
757,8.189637
758,8.189637
759,8.189637
760,8.189637
761,8.189637
762,8.189637
763,8.189637
764,8.189637
765,8.189637
766,8.189637
767,8.189637
768,8.189637
769,8.189637
770,8.189637
771,8.189637
772,8.189637
773,8.189637
774,8.189637
775,8.189637
776,8.189637
777,8.189637
778,8.189637
779,8.189637
780,8.189637
781,8.189637
782,8.189637
783,8.189637
784,8.189637
785,8.189637
786,8.189637
787,8.189637
788,8.189637
789,8.189637
790,8.189637
791,8.189637
792,8.189637
793,8.189637
794,8.189637
795,8.189637
796,8.189637
797,8.189637
798,8.189637
799,8.189637
800,8.189637
801,8.189637
802,8.189637
803,8.189637
804,8.189637
805,8.189637
806,8.189637
807,8.189637
808,8.189637
809,8.189637
810,8.189637
811,8.189637
812,8.189637
813,8.189637
814,8.189637
815,8.189637
816,8.189637
817,8.189637
818,8.189637
819,8.189637
820,8.189637
821,8.189637
822,8.189637
823,8.189637
824,8.189637
825,8.189637
826,8.189637
827,8.189637
828,8.189637
829,8.189637
830,8.189637
831,8.189637
832,8.189637
833,8.189637
834,8.189637
835,8.189637
836,8.189637
837,8.189637
838,8.189637
839,8.189637
840,8.189637
841,8.189637
842,8.189637
843,8.189637
844,8.189637
845,8.189637
846,8.189637
847,8.189637
848,8.189637
849,8.189637
850,8.189637
851,8.189637
852,8.189637
853,8.189637
854,8.189637
855,8.189637
856,8.189637
857,8.189637
858,8.189637
859,8.189637
860,8.189637
861,8.189637
862,8.189637
863,8.189637
864,8.189637
865,8.189637
866,8.189637
867,8.189637
868,8.189637
869,8.189637
870,8.189637
871,8.189637
872,8.189637
873,8.189637
874,8.189637
875,8.189637
876,8.189637
877,8.189637
878,8.189637
879,8.189637
880,8.189637
881,8.189637
882,8.189637
883,8.189637
884,8.189637
885,8.189637
886,8.189637
887,8.189637
888,8.189637
889,8.189637
890,8.189637
891,8.189637
892,8.189637
893,8.189637
894,8.189637
895,8.189637
896,8.189637
897,8.189637
898,8.189637
899,8.189637
900,8.189637
901,8.189637
902,8.189637
903,8.189637
904,8.189637
905,8.189637
906,8.189637
907,8.189637
908,8.189637
909,8.189637
910,8.189637
911,8.189637
912,8.189637
913,8.189637
914,8.189637
915,8.189637
916,8.189637
917,8.189637
918,8.189637
919,8.189637
920,8.189637
921,8.189637
922,8.189637
923,8.189637
924,8.189637
925,8.189637
926,8.189637
927,8.189637
928,8.189637
929,8.189637
930,8.189637
931,8.189637
932,8.189637
933,8.189637
934,8.189637
935,8.189637
936,8.189637
937,8.189637
938,8.189637
939,8.189637
940,8.189637
941,8.189637
942,8.189637
943,8.189637
944,8.189637
945,8.189637
946,8.189637
947,8.189637
948,8.189637
949,8.189637
950,8.189637
951,8.189637
952,8.189637
953,8.189637
954,8.189637
955,8.189637
956,8.189637
957,8.189637
958,8.189637
959,8.189637
960,8.189637
961,8.189637
962,8.189637
963,8.189637
964,8.189637
965,8.189637
966,8.189637
967,8.189637
968,8.189637
969,8.189637
970,8.189637
971,8.189637
972,8.189637
973,8.189637
974,8.189637
975,8.189637
976,8.189637
977,8.189637
978,8.189637
979,8.189637
980,8.189637
981,8.189637
982,8.189637
983,8.189637
984,8.189637
985,8.189637
986,8.189637
987,8.189637
988,8.189637
989,8.189637
990,8.189637
991,8.189637
992,8.189637
993,8.189637
994,8.189637
995,8.189637
996,8.189637
997,8.189637
998,8.189637
999,8.189637
1000,8.189637
1001,8.189637
1002,8.189637
1003,8.189637
1004,8.189637
1005,8.189637
1006,8.189637
1007,8.189637
1008,8.189637
1009,8.189637
1010,8.189637
1011,8.189637
1012,8.189637
1013,8.189637
1014,8.189637
1015,8.189637
1016,8.189637
1017,8.189637
1018,8.189637
1019,8.189637
1020,8.189637
1021,8.189637
1022,8.189637
1023,8.189637
1024,8.189637
1025,8.189637
1026,8.189637
1027,8.189637
1028,8.189637
1029,8.189637
1030,8.189637
1031,8.189637
1032,8.189637
1033,8.189637
1034,8.189637
1035,8.189637
1036,8.189637
1037,8.189637
1038,8.189637
1039,8.189637
1040,8.189637
1041,8.189637
1042,8.189637
1043,8.189637
1044,8.189637
1045,8.189637
1046,8.189637
1047,8.189637
1048,8.189637
1049,8.189637
1050,8.189637
1051,8.189637
1052,8.189637
1053,8.189637
1054,8.189637
1055,8.189637
1056,8.189637
1057,8.189637
1058,8.189637
1059,8.189637
1060,8.189637
1061,8.189637
1062,8.189637
1063,8.189637
1064,8.189637
1065,8.189637
1066,8.189637
1067,8.189637
1068,8.189637
1069,8.189637
1070,8.189637
1071,8.189637
1072,8.189637
1073,8.189637
1074,8.189637
1075,8.189637
1076,8.189637
1077,8.189637
1078,8.189637
1079,8.189637
1080,8.189637
1081,8.189637
1082,8.189637
1083,8.189637
1084,8.189637
1085,8.189637
1086,8.189637
1087,8.189637
1088,8.189637
1089,8.189637
1090,8.189637
1091,8.189637
1092,8.189637
1093,8.189637
1094,8.189637
1095,8.189637
1096,8.189637
1097,8.189637
1098,8.189637
1099,8.189637
1100,8.189637
1101,8.189637
1102,8.189637
1103,8.189637
1104,8.189637
1105,8.189637
1106,8.189637
1107,8.189637
1108,8.189637
1109,8.189637
1110,8.189637
1111,8.189637
1112,8.189637
1113,8.189637
1114,8.189637
1115,8.189637
1116,8.189637
1117,8.189637
1118,8.189637
1119,8.189637
1120,8.189637
1121,8.189637
1122,8.189637
1123,8.189637
1124,8.189637
1125,8.189637
1126,8.189637
1127,8.189637
1128,8.189637
1129,8.189637
1130,8.189637
1131,8.189637
1132,8.189637
1133,8.189637
1134,8.189637
1135,8.189637
1136,8.189637
1137,8.189637
1138,8.189637
1139,8.189637
1140,8.189637
1141,8.189637
1142,8.189637
1143,8.189637
1144,8.189637
1145,8.189637
1146,8.189637
1147,8.189637
1148,8.189637
1149,8.189637
1150,8.189637
1151,8.189637
1152,8.189637
1153,8.189637
1154,8.189637
1155,8.189637
1156,8.189637
1157,8.189637
1158,8.189637
1159,8.189637
1160,8.189637
1161,8.189637
1162,8.189637
1163,8.189637
1164,8.189637
1165,8.189637
1166,8.189637
1167,8.189637
1168,8.189637
1169,8.189637
1170,8.189637
1171,8.189637
1172,8.189637
1173,8.189637
1174,8.189637
1175,8.189637
1176,8.189637
1177,8.189637
1178,8.189637
1179,8.189637
1180,8.189637
1181,8.189637
1182,8.189637
1183,8.189637
1184,8.189637
1185,8.189637
1186,8.189637
1187,8.189637
1188,8.189637
1189,8.189637
1190,8.189637
1191,8.189637
1192,8.189637
1193,8.189637
1194,8.189637
1195,8.189637
1196,8.189637
1197,8.189637
1198,8.189637
1199,8.189637
1200,8.189637
1201,8.189637
1202,8.189637
1203,8.189637
1204,8.189637
1205,8.189637
1206,8.189637
1207,8.189637
1208,8.189637
1209,8.189637
1210,8.189637
1211,8.189637
1212,8.189637
1213,8.189637
1214,8.189637
1215,8.189637
1216,8.189637
1217,8.189637
1218,8.189637
1219,8.189637
1220,8.189637
1221,8.189637
1222,8.189637
1223,8.189637
1224,8.189637
1225,8.189637
1226,8.189637
1227,8.189637
1228,8.189637
1229,8.189637
1230,8.189637
1231,8.189637
1232,8.189637
1233,8.189637
1234,8.189637
1235,8.189637
1236,8.189637
1237,8.189637
1238,8.189637
1239,8.189637
1240,8.189637
1241,8.189637
1242,8.189637
1243,8.189637
1244,8.189637
1245,8.189637
1246,8.189637
1247,8.189637
1248,8.189637
1249,8.189637
1250,8.189637
1251,7.4113445
1252,7.4113445
1253,7.4113445
1254,7.4113445
1255,7.4113445
1256,7.4113445
1257,7.4113445
1258,7.4113445
1259,7.4113445
1260,7.4113445
1261,7.4113445
1262,7.4113445
1263,7.4113445
1264,7.4113445
1265,7.4113445
1266,7.4113445
1267,7.4113445
1268,7.4113445
1269,7.4113445
1270,7.4113445
1271,7.4113445
1272,7.4113445
1273,7.4113445
1274,7.4113445
1275,7.4113445
1276,7.4113445
1277,7.4113445
1278,7.4113445
1279,7.4113445
1280,7.4113445
1281,7.4113445
1282,7.4113445
1283,7.4113445
1284,7.4113445
1285,7.4113445
1286,7.4113445
1287,7.4113445
1288,7.4113445
1289,7.4113445
1290,7.4113445
1291,7.4113445
1292,7.4113445
1293,7.4113445
1294,7.4113445
1295,7.4113445
1296,7.4113445
1297,7.4113445
1298,7.4113445
1299,7.4113445
1300,7.4113445
1301,7.4113445
1302,7.4113445
1303,7.4113445
1304,7.4113445
1305,7.4113445
1306,7.4113445
1307,7.4113445
1308,7.4113445
1309,7.4113445
1310,7.4113445
1311,7.4113445
1312,7.4113445
1313,7.4113445
1314,7.4113445
1315,7.4113445
1316,7.4113445
1317,7.4113445
1318,7.4113445
1319,7.4113445
1320,7.4113445
1321,7.4113445
1322,7.4113445
1323,7.4113445
1324,7.4113445
1325,7.4113445
1326,7.4113445
1327,7.4113445
1328,7.4113445
1329,7.4113445
1330,7.4113445
1331,7.4113445
1332,7.4113445
1333,7.4113445
1334,7.4113445
1335,7.4113445
1336,7.4113445
1337,7.4113445
1338,7.4113445
1339,7.4113445
1340,7.4113445
1341,7.4113445
1342,7.4113445
1343,7.4113445
1344,7.4113445
1345,7.4113445
1346,7.4113445
1347,7.4113445
1348,7.4113445
1349,7.4113445
1350,7.4113445
1351,7.4113445
1352,7.4113445
1353,7.4113445
1354,7.4113445
1355,7.4113445
1356,7.4113445
1357,7.4113445
1358,7.4113445
1359,7.4113445
1360,7.4113445
1361,7.4113445
1362,7.4113445
1363,7.4113445
1364,7.4113445
1365,7.4113445
1366,7.4113445
1367,7.4113445
1368,7.4113445
1369,7.4113445
1370,7.4113445
1371,7.4113445
1372,7.4113445
1373,7.4113445
1374,7.4113445
1375,7.4113445
1376,7.4113445
1377,7.4113445
1378,7.4113445
1379,7.4113445
1380,7.4113445
1381,7.4113445
1382,7.4113445
1383,7.4113445
1384,7.4113445
1385,7.4113445
1386,7.4113445
1387,7.4113445
1388,7.4113445
1389,7.4113445
1390,7.4113445
1391,7.4113445
1392,7.4113445
1393,7.4113445
1394,7.4113445
1395,7.4113445
1396,7.4113445
1397,7.4113445
1398,7.4113445
1399,7.4113445
1400,7.4113445
1401,7.4113445
1402,7.4113445
1403,7.4113445
1404,7.4113445
1405,7.4113445
1406,7.4113445
1407,7.4113445
1408,7.4113445
1409,7.4113445
1410,7.4113445
1411,7.4113445
1412,7.4113445
1413,7.4113445
1414,7.4113445
1415,7.4113445
1416,7.4113445
1417,7.4113445
1418,7.4113445
1419,7.4113445
1420,7.4113445
1421,7.4113445
1422,7.4113445
1423,7.4113445
1424,7.4113445
1425,7.4113445
1426,7.4113445
1427,7.4113445
1428,7.4113445
1429,7.4113445
1430,7.4113445
1431,7.4113445
1432,7.4113445
1433,7.4113445
1434,7.4113445
1435,7.4113445
1436,7.4113445
1437,7.4113445
1438,7.4113445
1439,7.4113445
1440,7.4113445
1441,7.4113445
1442,7.4113445
1443,7.4113445
1444,7.4113445
1445,7.4113445
1446,7.4113445
1447,7.4113445
1448,7.4113445
1449,7.4113445
1450,7.4113445
1451,7.4113445
1452,7.4113445
1453,7.4113445
1454,7.4113445
1455,7.4113445
1456,7.4113445
1457,7.4113445
1458,7.4113445
1459,7.4113445
1460,7.4113445
1461,7.4113445
1462,7.4113445
1463,7.4113445
1464,7.4113445
1465,7.4113445
1466,7.4113445
1467,7.4113445
1468,7.4113445
1469,7.4113445
1470,7.4113445
1471,7.4113445
1472,7.4113445
1473,7.4113445
1474,7.4113445
1475,7.4113445
1476,7.4113445
1477,7.4113445
1478,7.4113445
1479,7.4113445
1480,7.4113445
1481,7.4113445
1482,7.4113445
1483,7.4113445
1484,7.4113445
1485,7.4113445
1486,7.4113445
1487,7.4113445
1488,7.4113445
1489,7.4113445
1490,7.4113445
1491,7.4113445
1492,7.4113445
1493,7.4113445
1494,7.4113445
1495,7.4113445
1496,7.4113445
1497,7.4113445
1498,7.4113445
1499,7.4113445
1500,7.4113445
1501,7.4113445
1502,7.4113445
1503,7.4113445
1504,7.4113445
1505,7.4113445
1506,7.4113445
1507,7.4113445
1508,7.4113445
1509,7.4113445
1510,7.4113445
1511,7.4113445
1512,7.4113445
1513,7.4113445
1514,7.4113445
1515,7.4113445
1516,7.4113445
1517,7.4113445
1518,7.4113445
1519,7.4113445
1520,7.4113445
1521,7.4113445
1522,7.4113445
1523,7.4113445
1524,7.4113445
1525,7.4113445
1526,7.4113445
1527,7.4113445
1528,7.4113445
1529,7.4113445
1530,7.4113445
1531,7.4113445
1532,7.4113445
1533,7.4113445
1534,7.4113445
1535,7.4113445
1536,7.4113445
1537,7.4113445
1538,7.4113445
1539,7.4113445
1540,7.4113445
1541,7.4113445
1542,7.4113445
1543,7.4113445
1544,7.4113445
1545,7.4113445
1546,7.4113445
1547,7.4113445
1548,7.4113445
1549,7.4113445
1550,7.4113445
1551,7.4113445
1552,7.4113445
1553,7.4113445
1554,7.4113445
1555,7.4113445
1556,7.4113445
1557,7.4113445
1558,7.4113445
1559,7.4113445
1560,7.4113445
1561,7.4113445
1562,7.4113445
1563,7.4113445
1564,7.4113445
1565,7.4113445
1566,7.4113445
1567,7.4113445
1568,7.4113445
1569,7.4113445
1570,7.4113445
1571,7.4113445
1572,7.4113445
1573,7.4113445
1574,7.4113445
1575,7.4113445
1576,7.4113445
1577,7.4113445
1578,7.4113445
1579,7.4113445
1580,7.4113445
1581,7.4113445
1582,7.4113445
1583,7.4113445
1584,7.4113445
1585,7.4113445
1586,7.4113445
1587,7.4113445
1588,7.4113445
1589,7.4113445
1590,7.4113445
1591,7.4113445
1592,7.4113445
1593,7.4113445
1594,7.4113445
1595,7.4113445
1596,7.4113445
1597,7.4113445
1598,7.4113445
1599,7.4113445
1600,7.4113445
1601,7.4113445
1602,7.4113445
1603,7.4113445
1604,7.4113445
1605,7.4113445
1606,7.4113445
1607,7.4113445
1608,7.4113445
1609,7.4113445
1610,7.4113445
1611,7.4113445
1612,7.4113445
1613,7.4113445
1614,7.4113445
1615,7.4113445
1616,7.4113445
1617,7.4113445
1618,7.4113445
1619,7.4113445
1620,7.4113445
1621,7.4113445
1622,7.4113445
1623,7.4113445
1624,7.4113445
1625,7.4113445
1626,7.4113445
1627,7.4113445
1628,7.4113445
1629,7.4113445
1630,7.4113445
1631,7.4113445
1632,7.4113445
1633,7.4113445
1634,7.4113445
1635,7.4113445
1636,7.4113445
1637,7.4113445
1638,7.4113445
1639,7.4113445
1640,7.4113445
1641,7.4113445
1642,7.4113445
1643,7.4113445
1644,7.4113445
1645,7.4113445
1646,7.4113445
1647,7.4113445
1648,7.4113445
1649,7.4113445
1650,7.4113445
1651,7.4113445
1652,7.4113445
1653,7.4113445
1654,7.4113445
1655,7.4113445
1656,7.4113445
1657,7.4113445
1658,7.4113445
1659,7.4113445
1660,7.4113445
1661,7.4113445
1662,7.4113445
1663,7.4113445
1664,7.4113445
1665,7.4113445
1666,7.4113445
1667,7.4113445
1668,7.4113445
1669,7.4113445
1670,7.4113445
1671,7.4113445
1672,7.4113445
1673,7.4113445
1674,7.4113445
1675,7.4113445
1676,7.4113445
1677,7.4113445
1678,7.4113445
1679,7.4113445
1680,7.4113445
1681,7.4113445
1682,7.4113445
1683,7.4113445
1684,7.4113445
1685,7.4113445
1686,7.4113445
1687,7.4113445
1688,7.4113445
1689,7.4113445
1690,7.4113445
1691,7.4113445
1692,7.4113445
1693,7.4113445
1694,7.4113445
1695,7.4113445
1696,7.4113445
1697,7.4113445
1698,7.4113445
1699,7.4113445
1700,7.4113445
1701,7.4113445
1702,7.4113445
1703,7.4113445
1704,7.4113445
1705,7.4113445
1706,7.4113445
1707,7.4113445
1708,7.4113445
1709,7.4113445
1710,7.4113445
1711,7.4113445
1712,7.4113445
1713,7.4113445
1714,7.4113445
1715,7.4113445
1716,7.4113445
1717,7.4113445
1718,7.4113445
1719,7.4113445
1720,7.4113445
1721,7.4113445
1722,7.4113445
1723,7.4113445
1724,7.4113445
1725,7.4113445
1726,7.4113445
1727,7.4113445
1728,7.4113445
1729,7.4113445
1730,7.4113445
1731,7.4113445
1732,7.4113445
1733,7.4113445
1734,7.4113445
1735,7.4113445
1736,7.4113445
1737,7.4113445
1738,7.4113445
1739,7.4113445
1740,7.4113445
1741,7.4113445
1742,7.4113445
1743,7.4113445
1744,7.4113445
1745,7.4113445
1746,7.4113445
1747,7.4113445
1748,7.4113445
1749,7.4113445
1750,6.707016
1751,6.707016
1752,6.707016
1753,6.707016
1754,6.707016
1755,6.707016
1756,6.707016
1757,6.707016
1758,6.707016
1759,6.707016
1760,6.707016
1761,6.707016
1762,6.707016
1763,6.707016
1764,6.707016
1765,6.707016
1766,6.707016
1767,6.707016
1768,6.707016
1769,6.707016
1770,6.707016
1771,6.707016
1772,6.707016
1773,6.707016
1774,6.707016
1775,6.707016
1776,6.707016
1777,6.707016
1778,6.707016
1779,6.707016
1780,6.707016
1781,6.707016
1782,6.707016
1783,6.707016
1784,6.707016
1785,6.707016
1786,6.707016
1787,6.707016
1788,6.707016
1789,6.707016
1790,6.707016
1791,6.707016
1792,6.707016
1793,6.707016
1794,6.707016
1795,6.707016
1796,6.707016
1797,6.707016
1798,6.707016
1799,6.707016
1800,6.707016
1801,6.707016
1802,6.707016
1803,6.707016
1804,6.707016
1805,6.707016
1806,6.707016
1807,6.707016
1808,6.707016
1809,6.707016
1810,6.707016
1811,6.707016
1812,6.707016
1813,6.707016
1814,6.707016
1815,6.707016
1816,6.707016
1817,6.707016
1818,6.707016
1819,6.707016
1820,6.707016
1821,6.707016
1822,6.707016
1823,6.707016
1824,6.707016
1825,6.707016
1826,6.707016
1827,6.707016
1828,6.707016
1829,6.707016
1830,6.707016
1831,6.707016
1832,6.707016
1833,6.707016
1834,6.707016
1835,6.707016
1836,6.707016
1837,6.707016
1838,6.707016
1839,6.707016
1840,6.707016
1841,6.707016
