X,Y,temp,idx
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,0,0.001,5
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
1,1,0.001,6
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
2,1,0.001,11
